"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Switzerland (CH)","15.08.2024 10:00 - 15.08.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","443","","366","1771","n/e","2515","n/e","n/e","2377","n/e","n/e","3"
"Switzerland (CH)","15.08.2024 11:00 - 15.08.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","139","","333","1128","n/e","2510","n/e","n/e","2886","n/e","n/e","5"
"Switzerland (CH)","15.08.2024 12:00 - 15.08.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","155","","350","842","n/e","2506","n/e","n/e","3133","n/e","n/e","7"
"Switzerland (CH)","15.08.2024 13:00 - 15.08.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","178","","373","800","n/e","2494","n/e","n/e","3216","n/e","n/e","8"
"Switzerland (CH)","15.08.2024 14:00 - 15.08.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","316","","374","833","n/e","2475","n/e","n/e","3127","n/e","n/e","9"
"Switzerland (CH)","15.08.2024 15:00 - 15.08.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","319","","368","819","n/e","2461","n/e","n/e","2834","n/e","n/e","8"
"Switzerland (CH)","15.08.2024 16:00 - 15.08.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","387","","377","1105","n/e","2449","n/e","n/e","2412","n/e","n/e","8"
"Switzerland (CH)","15.08.2024 17:00 - 15.08.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","920","","389","2181","n/e","2437","n/e","n/e","1789","n/e","n/e","9"
"Switzerland (CH)","15.08.2024 18:00 - 15.08.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1574","","379","2354","n/e","2433","n/e","n/e","991","n/e","n/e","8"
"Switzerland (CH)","15.08.2024 19:00 - 15.08.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2169","","371","2321","n/e","2433","n/e","n/e","304","n/e","n/e","8"
"Switzerland (CH)","15.08.2024 20:00 - 15.08.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2652","","392","2625","n/e","2438","n/e","n/e","43","n/e","n/e","7"
"Switzerland (CH)","15.08.2024 21:00 - 15.08.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2816","","388","2621","n/e","2447","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","15.08.2024 22:00 - 15.08.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2759","","369","2431","n/e","2454","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","15.08.2024 23:00 - 16.08.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3075","","373","2433","n/e","2460","n/e","n/e","0","n/e","n/e","5"
"Switzerland (CH)","16.08.2024 00:00 - 16.08.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1185","","357","2354","n/e","2473","n/e","n/e","0","n/e","n/e","0"
"Switzerland (CH)","16.08.2024 01:00 - 16.08.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1111","","363","2328","n/e","2483","n/e","n/e","0","n/e","n/e","1"
"Switzerland (CH)","16.08.2024 02:00 - 16.08.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1015","","364","2194","n/e","2489","n/e","n/e","0","n/e","n/e","0"
"Switzerland (CH)","16.08.2024 03:00 - 16.08.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","963","","363","1994","n/e","2498","n/e","n/e","0","n/e","n/e","1"
"Switzerland (CH)","16.08.2024 04:00 - 16.08.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1018","","360","2022","n/e","2502","n/e","n/e","0","n/e","n/e","0"
"Switzerland (CH)","16.08.2024 05:00 - 16.08.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1070","","363","2236","n/e","2503","n/e","n/e","0","n/e","n/e","0"
"Switzerland (CH)","16.08.2024 06:00 - 16.08.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","926","","379","2321","n/e","2505","n/e","n/e","6","n/e","n/e","1"
"Switzerland (CH)","16.08.2024 07:00 - 16.08.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1402","","387","2653","n/e","2504","n/e","n/e","181","n/e","n/e","1"
"Switzerland (CH)","16.08.2024 08:00 - 16.08.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2166","","365","2482","n/e","2500","n/e","n/e","815","n/e","n/e","2"
"Switzerland (CH)","16.08.2024 09:00 - 16.08.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1874","","353","2255","n/e","2493","n/e","n/e","1628","n/e","n/e","2"
"Switzerland (CH)","16.08.2024 10:00 - 16.08.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1143","","330","2116","n/e","2486","n/e","n/e","2306","n/e","n/e","2"
"Switzerland (CH)","16.08.2024 11:00 - 16.08.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","510","","358","1978","n/e","2478","n/e","n/e","2805","n/e","n/e","2"
"Switzerland (CH)","16.08.2024 12:00 - 16.08.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","314","","354","1676","n/e","2472","n/e","n/e","2817","n/e","n/e","3"
"Switzerland (CH)","16.08.2024 13:00 - 16.08.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","407","","353","1473","n/e","2466","n/e","n/e","3078","n/e","n/e","9"
"Switzerland (CH)","16.08.2024 14:00 - 16.08.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","384","","327","1698","n/e","2468","n/e","n/e","2946","n/e","n/e","11"
"Switzerland (CH)","16.08.2024 15:00 - 16.08.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","530","","341","1800","n/e","2463","n/e","n/e","2033","n/e","n/e","11"
"Switzerland (CH)","16.08.2024 16:00 - 16.08.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","845","","390","1811","n/e","2459","n/e","n/e","2380","n/e","n/e","11"
"Switzerland (CH)","16.08.2024 17:00 - 16.08.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","973","","395","2216","n/e","2453","n/e","n/e","1921","n/e","n/e","10"
"Switzerland (CH)","16.08.2024 18:00 - 16.08.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1211","","386","2227","n/e","2451","n/e","n/e","971","n/e","n/e","10"
"Switzerland (CH)","16.08.2024 19:00 - 16.08.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2107","","370","2440","n/e","2456","n/e","n/e","345","n/e","n/e","9"
"Switzerland (CH)","16.08.2024 20:00 - 16.08.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2074","","385","2399","n/e","2464","n/e","n/e","112","n/e","n/e","6"
"Switzerland (CH)","16.08.2024 21:00 - 16.08.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2048","","370","2374","n/e","2472","n/e","n/e","0","n/e","n/e","4"
"Switzerland (CH)","16.08.2024 22:00 - 16.08.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2295","","385","2378","n/e","2479","n/e","n/e","0","n/e","n/e","4"
"Switzerland (CH)","16.08.2024 23:00 - 17.08.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2663","","403","2368","n/e","2484","n/e","n/e","0","n/e","n/e","4"
"Switzerland (CH)","17.08.2024 00:00 - 17.08.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2360","","370","2608","n/e","2489","n/e","n/e","0","n/e","n/e","4"
"Switzerland (CH)","17.08.2024 01:00 - 17.08.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2172","","382","2537","n/e","2491","n/e","n/e","0","n/e","n/e","5"
"Switzerland (CH)","17.08.2024 02:00 - 17.08.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2172","","373","2443","n/e","2490","n/e","n/e","0","n/e","n/e","4"
"Switzerland (CH)","17.08.2024 03:00 - 17.08.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1724","","369","2241","n/e","2497","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","17.08.2024 04:00 - 17.08.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1111","","324","2001","n/e","2506","n/e","n/e","0","n/e","n/e","1"
"Switzerland (CH)","17.08.2024 05:00 - 17.08.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1156","","322","2027","n/e","2510","n/e","n/e","0","n/e","n/e","1"
"Switzerland (CH)","17.08.2024 06:00 - 17.08.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1463","","365","2481","n/e","2512","n/e","n/e","0","n/e","n/e","1"
"Switzerland (CH)","17.08.2024 07:00 - 17.08.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1573","","372","2415","n/e","2516","n/e","n/e","75","n/e","n/e","1"
"Switzerland (CH)","17.08.2024 08:00 - 17.08.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1853","","357","2611","n/e","2522","n/e","n/e","342","n/e","n/e","1"
"Switzerland (CH)","17.08.2024 09:00 - 17.08.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1684","","352","2292","n/e","2518","n/e","n/e","480","n/e","n/e","2"
"Switzerland (CH)","17.08.2024 10:00 - 17.08.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","998","","329","2013","n/e","2517","n/e","n/e","1174","n/e","n/e","2"
"Switzerland (CH)","17.08.2024 11:00 - 17.08.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","581","","347","1508","n/e","2514","n/e","n/e","1545","n/e","n/e","2"
"Switzerland (CH)","17.08.2024 12:00 - 17.08.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","242","","319","1122","n/e","2511","n/e","n/e","1680","n/e","n/e","3"
"Switzerland (CH)","17.08.2024 13:00 - 17.08.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","212","","323","983","n/e","2509","n/e","n/e","1553","n/e","n/e","3"
"Switzerland (CH)","17.08.2024 14:00 - 17.08.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","218","","326","850","n/e","2507","n/e","n/e","1973","n/e","n/e","4"
"Switzerland (CH)","17.08.2024 15:00 - 17.08.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","233","","368","1016","n/e","2506","n/e","n/e","1502","n/e","n/e","4"
"Switzerland (CH)","17.08.2024 16:00 - 17.08.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","421","","367","1510","n/e","2508","n/e","n/e","1051","n/e","n/e","4"
"Switzerland (CH)","17.08.2024 17:00 - 17.08.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","977","","380","2055","n/e","2505","n/e","n/e","927","n/e","n/e","4"
"Switzerland (CH)","17.08.2024 18:00 - 17.08.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1299","","380","2254","n/e","2506","n/e","n/e","534","n/e","n/e","6"
"Switzerland (CH)","17.08.2024 19:00 - 17.08.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2253","","384","2914","n/e","2507","n/e","n/e","264","n/e","n/e","4"
"Switzerland (CH)","17.08.2024 20:00 - 17.08.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2148","","383","2992","n/e","2508","n/e","n/e","17","n/e","n/e","3"
"Switzerland (CH)","17.08.2024 21:00 - 17.08.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2293","","378","2806","n/e","2511","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","17.08.2024 22:00 - 17.08.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1670","","376","2398","n/e","2512","n/e","n/e","0","n/e","n/e","4"
"Switzerland (CH)","17.08.2024 23:00 - 18.08.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2085","","391","2232","n/e","2515","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","18.08.2024 00:00 - 18.08.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2053","","393","2655","n/e","2518","n/e","n/e","0","n/e","n/e","0"
"Switzerland (CH)","18.08.2024 01:00 - 18.08.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1572","","342","2681","n/e","2517","n/e","n/e","0","n/e","n/e","1"
"Switzerland (CH)","18.08.2024 02:00 - 18.08.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1371","","321","2405","n/e","2519","n/e","n/e","0","n/e","n/e","3"
"Switzerland (CH)","18.08.2024 03:00 - 18.08.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","830","","367","2054","n/e","2521","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","18.08.2024 04:00 - 18.08.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","447","","361","1888","n/e","2527","n/e","n/e","0","n/e","n/e","1"
"Switzerland (CH)","18.08.2024 05:00 - 18.08.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","303","","360","1813","n/e","2529","n/e","n/e","0","n/e","n/e","4"
"Switzerland (CH)","18.08.2024 06:00 - 18.08.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","520","","381","1779","n/e","2530","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","18.08.2024 07:00 - 18.08.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","812","","374","2223","n/e","2531","n/e","n/e","83","n/e","n/e","9"
"Switzerland (CH)","18.08.2024 08:00 - 18.08.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1056","","382","2427","n/e","2534","n/e","n/e","261","n/e","n/e","8"
"Switzerland (CH)","18.08.2024 09:00 - 18.08.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","916","","376","2382","n/e","2529","n/e","n/e","454","n/e","n/e","9"
"Switzerland (CH)","18.08.2024 10:00 - 18.08.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","906","","375","2104","n/e","2527","n/e","n/e","833","n/e","n/e","23"
"Switzerland (CH)","18.08.2024 11:00 - 18.08.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","443","","368","1859","n/e","2526","n/e","n/e","813","n/e","n/e","19"
"Switzerland (CH)","18.08.2024 12:00 - 18.08.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","201","","356","1631","n/e","2525","n/e","n/e","356","n/e","n/e","14"
"Switzerland (CH)","18.08.2024 13:00 - 18.08.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","209","","377","959","n/e","2531","n/e","n/e","586","n/e","n/e","16"
"Switzerland (CH)","18.08.2024 14:00 - 18.08.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","141","","380","802","n/e","2531","n/e","n/e","1103","n/e","n/e","17"
"Switzerland (CH)","18.08.2024 15:00 - 18.08.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","211","","348","1146","n/e","2529","n/e","n/e","1080","n/e","n/e","17"
"Switzerland (CH)","18.08.2024 16:00 - 18.08.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","665","","385","1771","n/e","2529","n/e","n/e","781","n/e","n/e","21"
"Switzerland (CH)","18.08.2024 17:00 - 18.08.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1108","","392","2578","n/e","2527","n/e","n/e","925","n/e","n/e","19"
"Switzerland (CH)","18.08.2024 18:00 - 18.08.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1173","","381","2840","n/e","2532","n/e","n/e","284","n/e","n/e","25"
"Switzerland (CH)","18.08.2024 19:00 - 18.08.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1214","","402","2823","n/e","2534","n/e","n/e","167","n/e","n/e","27"
"Switzerland (CH)","18.08.2024 20:00 - 18.08.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2478","","406","3277","n/e","2537","n/e","n/e","40","n/e","n/e","24"
"Switzerland (CH)","18.08.2024 21:00 - 18.08.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2191","","406","3206","n/e","2537","n/e","n/e","0","n/e","n/e","23"
"Switzerland (CH)","18.08.2024 22:00 - 18.08.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1571","","413","2966","n/e","2537","n/e","n/e","0","n/e","n/e","23"
"Switzerland (CH)","18.08.2024 23:00 - 19.08.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1942","","406","2758","n/e","2539","n/e","n/e","0","n/e","n/e","27"
"Switzerland (CH)","19.08.2024 00:00 - 19.08.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1908","","362","2866","n/e","2540","n/e","n/e","0","n/e","n/e","27"
"Switzerland (CH)","19.08.2024 01:00 - 19.08.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1316","","392","2592","n/e","2538","n/e","n/e","0","n/e","n/e","23"
"Switzerland (CH)","19.08.2024 02:00 - 19.08.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","846","","406","2194","n/e","2540","n/e","n/e","0","n/e","n/e","24"
"Switzerland (CH)","19.08.2024 03:00 - 19.08.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","858","","385","2199","n/e","2540","n/e","n/e","0","n/e","n/e","23"
"Switzerland (CH)","19.08.2024 04:00 - 19.08.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","844","","391","2097","n/e","2540","n/e","n/e","0","n/e","n/e","22"
"Switzerland (CH)","19.08.2024 05:00 - 19.08.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1411","","385","2463","n/e","2540","n/e","n/e","0","n/e","n/e","21"
"Switzerland (CH)","19.08.2024 06:00 - 19.08.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1657","","371","2588","n/e","2539","n/e","n/e","0","n/e","n/e","27"
"Switzerland (CH)","19.08.2024 07:00 - 19.08.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2059","","389","2856","n/e","2540","n/e","n/e","101","n/e","n/e","29"
"Switzerland (CH)","19.08.2024 08:00 - 19.08.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2045","","386","2809","n/e","2452","n/e","n/e","632","n/e","n/e","36"
"Switzerland (CH)","19.08.2024 09:00 - 19.08.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1974","","292","2412","n/e","2540","n/e","n/e","1324","n/e","n/e","32"
"Switzerland (CH)","19.08.2024 10:00 - 19.08.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1419","","308","1883","n/e","2541","n/e","n/e","2375","n/e","n/e","22"
"Switzerland (CH)","19.08.2024 11:00 - 19.08.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1406","","350","1972","n/e","2537","n/e","n/e","3024","n/e","n/e","17"
"Switzerland (CH)","19.08.2024 12:00 - 19.08.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1242","","285","1850","n/e","2534","n/e","n/e","3296","n/e","n/e","13"
"Switzerland (CH)","19.08.2024 13:00 - 19.08.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","960","","284","1784","n/e","2531","n/e","n/e","3405","n/e","n/e","10"
"Switzerland (CH)","19.08.2024 14:00 - 19.08.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1130","","278","1872","n/e","2528","n/e","n/e","3319","n/e","n/e","12"
"Switzerland (CH)","19.08.2024 15:00 - 19.08.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1437","","315","2089","n/e","2525","n/e","n/e","2392","n/e","n/e","15"
"Switzerland (CH)","19.08.2024 16:00 - 19.08.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1646","","305","2199","n/e","2525","n/e","n/e","2205","n/e","n/e","17"
"Switzerland (CH)","19.08.2024 17:00 - 19.08.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1484","","286","2274","n/e","2524","n/e","n/e","1677","n/e","n/e","17"
"Switzerland (CH)","19.08.2024 18:00 - 19.08.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1852","","307","2512","n/e","2523","n/e","n/e","626","n/e","n/e","15"
"Switzerland (CH)","19.08.2024 19:00 - 19.08.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2142","","308","3080","n/e","2525","n/e","n/e","276","n/e","n/e","11"
"Switzerland (CH)","19.08.2024 20:00 - 19.08.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2400","","297","3186","n/e","2529","n/e","n/e","34","n/e","n/e","12"
"Switzerland (CH)","19.08.2024 21:00 - 19.08.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2280","","295","3044","n/e","2533","n/e","n/e","0","n/e","n/e","10"
"Switzerland (CH)","19.08.2024 22:00 - 19.08.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2269","","285","2903","n/e","2552","n/e","n/e","0","n/e","n/e","9"
"Switzerland (CH)","19.08.2024 23:00 - 20.08.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2344","","287","2701","n/e","2602","n/e","n/e","0","n/e","n/e","9"
"Switzerland (CH)","20.08.2024 00:00 - 20.08.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1173","","284","2108","n/e","2664","n/e","n/e","0","n/e","n/e","8"
"Switzerland (CH)","20.08.2024 01:00 - 20.08.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","902","","273","1906","n/e","2732","n/e","n/e","0","n/e","n/e","3"
"Switzerland (CH)","20.08.2024 02:00 - 20.08.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","788","","283","1889","n/e","2789","n/e","n/e","0","n/e","n/e","0"
"Switzerland (CH)","20.08.2024 03:00 - 20.08.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","425","","257","1943","n/e","2839","n/e","n/e","0","n/e","n/e","0"
"Switzerland (CH)","20.08.2024 04:00 - 20.08.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","444","","238","1858","n/e","2854","n/e","n/e","0","n/e","n/e","0"
